time,seconds_elapsed,z,y,x
1652389138779528000,0.30152783203125,0.027691131457686424,-1.178565502166748,-1.624883770942688
1652389138790781700,0.31278173828125,0.22683320939540863,-1.1901719570159912,-1.40008544921875
1652389138800779800,0.32277978515625,0.26104167103767395,-1.1022074222564697,-0.9456017017364502
1652389138810777300,0.33277734375,0.15414024889469147,-1.1284745931625366,-0.543652355670929
1652389138820775000,0.34277490234375,-0.030951930209994316,-1.4516223669052124,-0.32679519057273865
1652389138830772500,0.3527724609375,-0.1457946002483368,-1.6971900463104248,-0.1019967794418335
1652389138840770300,0.362770263671875,-0.19222034513950348,-1.7649961709976196,0.1307428777217865
1652389138850768000,0.372767822265625,-0.14823804795742035,-1.5102653503417969,0.20832276344299316
1652389138860765400,0.382765380859375,-0.0395040437579155,-1.4809437990188599,-0.10749457031488419
1652389138870763000,0.392762939453125,0.15414024889469147,-1.32944917678833,-0.287699818611145
1652389138880760600,0.402760498046875,0.2738698124885559,-1.2671409845352173,-0.4013207256793976
1652389138890758100,0.412758056640625,0.23538531363010406,-1.1639047861099243,-0.4208684265613556
1652389138900755700,0.422755615234375,0.1834617704153061,-1.1535199880599976,-0.3548949956893921
1652389138910753300,0.432753173828125,0.16391408443450928,-1.143746256828308,-0.31641048192977905
1652389138920750800,0.442750732421875,0.0820581391453743,-1.3239513635635376,-0.4544660449028015
1652389138930748400,0.45274853515625,0.1126013994216919,-1.4088616371154785,-0.5796934366226196
1652389138940746000,0.46274609375,0.24027223885059357,-1.4412375688552856,-0.6248974800109863
1652389138950743600,0.47274365234375,0.22194626927375793,-1.5963972806930542,-0.7159163951873779
1652389138960741000,0.4827412109375,0.28608712553977966,-1.5573019981384277,-0.6786535382270813
1652389138970738700,0.49273876953125,0.3233499228954315,-1.5346999168395996,-0.6933143138885498
1652389138980736300,0.502736328125,0.4913378655910492,-1.4815547466278076,-0.8319807648658752
1652389138990733800,0.51273388671875,0.6587148904800415,-1.7857656478881836,-0.8350350856781006
1652389139000731400,0.5227314453125,0.816318154335022,-2.4613826274871826,-0.6817078590393066
1652389139010729000,0.53272900390625,1.1058683395385742,-3.221298933029175,-0.38788172602653503
1652389139020726500,0.5427265625,1.5847866535186768,-3.7961230278015137,-0.0714535191655159
1652389139030724000,0.55272412109375,2.0698137283325195,-4.296422004699707,0.09164749830961227
1652389139040721700,0.5627216796875,2.626311779022217,-4.505337715148926,0.15945354104042053
1652389139050719200,0.57271923828125,3.288489818572998,-4.439364433288574,0.1411276012659073
1652389139060716800,0.582716796875,3.888359308242798,-4.356897354125977,-0.010366993956267834
1652389139070714400,0.59271435546875,4.457075119018555,-4.279928207397461,-0.1826310008764267
1652389139080712000,0.6027119140625,5.089320182800293,-4.187076568603516,-0.45752036571502686
1652389139090709500,0.61270947265625,5.7991461753845215,-4.005039215087891,-0.8191525936126709
1652389139100707000,0.62270703125,6.8626627922058105,-3.428382396697998,-1.493547797203064
1652389139110704600,0.63270458984375,7.307982921600342,-2.995889663696289,-2.1105217933654785
1652389139120702200,0.6427021484375,7.601198196411133,-2.5310213565826416,-2.734825849533081
1652389139130699800,0.65269970703125,7.758191108703613,-2.239638328552246,-3.2552831172943115
1652389139140697300,0.662697265625,7.916404724121094,-2.0423290729522705,-3.6706717014312744
1652389139150695000,0.67269482421875,8.201678276062012,-1.7045204639434814,-3.991375684738159
1652389139160692500,0.6826923828125,8.46923828125,-1.3728207349777222,-4.153254985809326
1652389139170690000,0.69268994140625,8.814987182617188,-0.9873647093772888,-3.922959089279175
1652389139180687600,0.7026875,9.366599082946777,-0.5402113795280457,-3.3133153915405273
1652389139190685200,0.712685302734375,9.654315948486328,-0.16697268187999725,-2.5540096759796143
1652389139200682800,0.722682861328125,9.249923706054688,0.08897984772920609,-1.7721024751663208
1652389139210680300,0.732680419921875,8.342177391052246,0.4872640073299408,-0.8032701015472412
1652389139220678000,0.742677978515625,7.394726276397705,0.9142587780952454,0.21870747208595276
1652389139230675200,0.75267529296875,6.4552154541015625,1.4420464038848877,1.0195518732070923
1652389139240672800,0.7626728515625,5.527310848236084,2.168976068496704,1.4269988536834717
1652389139250670300,0.77267041015625,4.636058807373047,3.427969217300415,1.3646906614303589
1652389139260668000,0.78266796875,4.301304340362549,4.072432041168213,1.1997570991516113
1652389139270665500,0.79266552734375,4.038021564483643,4.474381446838379,1.232132911682129
1652389139280663000,0.8026630859375,3.7722952365875244,4.457277297973633,1.4660943746566772
1652389139290660600,0.81266064453125,3.3843958377838135,4.217817783355713,1.8570481538772583
1652389139300658200,0.822658203125,2.8853187561035156,3.9099419116973877,2.2785451412200928
1652389139310655700,0.83265576171875,2.3660831451416016,3.696139097213745,2.5705385208129883
1652389139320653300,0.8426533203125,1.8553998470306396,3.6332199573516846,2.7055397033691406
1652389139330651000,0.85265087890625,1.3221145868301392,3.6185593605041504,2.7104268074035645
1652389139340648400,0.8626484375,0.7570642232894897,3.623445987701416,2.611466646194458
1652389139350646000,0.87264599609375,0.23782877624034882,3.7083563804626465,2.413546323776245
1652389139360643600,0.8826435546875,-0.59050452709198,4.433453559875488,0.8509529829025269
1652389139370641200,0.89264111328125,-0.7725423574447632,4.647256374359131,0.1667839139699936
1652389139380638700,0.902638671875,-1.3644707202911377,5.255067348480225,-1.3774833679199219
1652389139390636300,0.91263623046875,-1.902643084526062,5.255067348480225,-1.9064927101135254
1652389139400633900,0.9226337890625,-2.197080135345459,4.671690940856934,-1.99018132686615
1652389139410631400,0.93263134765625,-2.2312886714935303,4.190939903259277,-2.0066745281219482
